sigma,test_loss,test_mu_mae,test_alpha_mae,test_gap_mae
0.0,17.686333472769096,1.1151912262035009,10.141698148397804,0.15876176516629847
0.05,17.686333472769096,1.1151912262035009,10.141698148397804,0.15876176516629847
0.1,17.686333472769096,1.1151912262035009,10.141698148397804,0.15876176516629847
