epoch,train_loss,val_loss,lr,elapsed,train_mu_mae,train_alpha_mae,train_gap_mae,val_mu_mae,val_alpha_mae,val_gap_mae,test_loss,test_mu_mae,test_alpha_mae,test_gap_mae
1,6.095303535461426,2.8615238469039053,0.001,90.36476039886475,8.779120445251465,30.903732299804688,0.03836584463715553,3.5606964752964463,14.313504206390991,0.03833091424753001,,,,
2,2.68459153175354,2.430487767008301,0.001,91.67041730880737,4.365509986877441,12.940381050109863,0.036511074751615524,3.2311870570643464,12.669872440519482,0.035635561780625144,,,,
3,2.4822380542755127,2.2954123704108715,0.001,99.12382960319519,4.311917304992676,12.617857933044434,0.035270094871520996,4.187097674150095,11.865843047592902,0.035191949220616886,,,,
4,2.679621458053589,2.506292863065636,0.001,100.9888608455658,4.212632656097412,13.315098762512207,0.036410797387361526,3.978873023901133,12.639404771193444,0.035641166228577936,,,,
5,2.5254414081573486,2.205864527456533,0.001,103.8194272518158,4.123321533203125,13.007170677185059,0.03551897779107094,3.4914398391325534,11.415858320759815,0.03396170616157994,,,,
6,2.2436418533325195,2.129610893221076,0.001,103.72940349578857,4.131716728210449,11.695767402648926,0.03318917751312256,4.508672418837757,10.978439112468033,0.03275646145077668,,,,
7,2.060575246810913,1.992649796720306,0.001,104.37390565872192,4.154882431030273,10.370922088623047,0.03237823769450188,4.335724586312248,9.96543566246238,0.03269809820745489,,,,
8,2.127838373184204,1.904542134934142,0.001,105.45251655578613,4.142000675201416,10.622933387756348,0.032710205763578415,4.099827324478425,9.116987361673507,0.03226636195217962,,,,
9,2.141538381576538,2.4274061240736553,0.001,103.94474864006042,4.1670660972595215,10.133313179016113,0.03380734473466873,3.716617160719816,14.8548576867009,0.03231389718418496,,,,
10,2.136901378631592,2.20530411702433,0.001,105.3564338684082,4.389140605926514,10.35031795501709,0.03231183439493179,4.097762727711533,11.857220350674995,0.03140222848111976,,,,
11,1.9785404205322266,1.8053261959912328,0.001,104.46567583084106,4.24750280380249,8.975763320922852,0.03132445365190506,3.9093890949740207,7.765264359656047,0.030662403298660428,,,,
12,1.9279133081436157,1.8059662736850424,0.001,105.40291476249695,4.245846748352051,8.501678466796875,0.032273273915052414,3.7630075857329417,7.482170633816111,0.03165184113054919,,,,
13,1.9919078350067139,1.8257163385533508,0.001,104.34031057357788,4.237044334411621,9.080211639404297,0.03157326579093933,3.9711463544483734,7.647737108625958,0.030698113298472926,,,,
14,1.9037257432937622,1.87314114951014,0.001,105.52640700340271,4.232768535614014,8.421063423156738,0.031056297942996025,3.9697787465092085,7.957587885033927,0.031191697820028747,,,,
15,1.7986736297607422,1.8139468640443597,0.0005,104.62471795082092,4.248205661773682,7.565123558044434,0.03015846572816372,4.396224630639908,8.301358010824561,0.02880802561959816,,,,
16,1.635534644126892,1.8170610504853748,0.0005,104.51530170440674,4.25236701965332,6.228295803070068,0.028508083894848824,3.9669456722270633,7.9039782374728,0.02967678724883804,,,,
17,1.5861608982086182,1.4289573291720752,0.0005,104.11937284469604,4.252257823944092,5.545018672943115,0.029632380232214928,4.161868005206826,4.493536090558941,0.027693966852414875,,,,
18,1.4985953569412231,1.3782278553910026,0.0005,105.93965888023376,4.217103958129883,5.190260410308838,0.026642242446541786,4.48210720461107,4.065294369132014,0.025685768395540196,,,,
19,1.4489260911941528,1.3249102109463786,0.0005,105.81917572021484,4.241583347320557,4.898015975952148,0.02594364807009697,4.4907445111961835,3.515959989273072,0.02706954840653628,,,,
20,1.4133614301681519,1.412739812748132,0.0005,106.58620715141296,4.263979911804199,4.4661173820495605,0.025478286668658257,4.62356188933188,4.3996845267158795,0.02622491530380739,,,,
21,1.3382097482681274,1.2419721626744618,0.0005,106.28326654434204,4.182403087615967,4.49186372756958,0.02358735166490078,4.287718575840059,4.001149030124152,0.022538973691330236,,,,
22,1.3266997337341309,1.285285219068311,0.0005,106.31416749954224,4.231573104858398,4.3582234382629395,0.023782765492796898,4.560057225547256,3.861986576077874,0.023021646864451465,,,,
23,1.2164089679718018,1.2706144985585586,0.0005,106.00884699821472,4.205259799957275,3.706158399581909,0.022059191018342972,3.9685307159683703,3.2144240071532604,0.023168271010441926,,,,
24,1.2335960865020752,1.1419716510672897,0.0005,106.23831415176392,4.167633056640625,3.82513165473938,0.022214120253920555,4.493423164399878,2.699746315492343,0.022446329127001334,,,,
25,1.2916114330291748,1.2754442680327531,0.0005,107.05360674858093,4.192883491516113,4.32133674621582,0.022707294672727585,4.7182307704248165,3.1336063642271617,0.02392270755558469,,,,
26,1.2004610300064087,1.0649495064202998,0.0005,105.18360447883606,4.2157368659973145,3.446542739868164,0.022212162613868713,4.225309201217142,2.447918075290444,0.022068895534186277,,,,
27,1.163915753364563,1.0677741402116034,0.0005,105.57848620414734,4.158212661743164,3.584522247314453,0.021326866000890732,3.90580520335876,2.866268074064645,0.02006657575284478,,,,
28,1.169380784034729,1.2472429332242594,0.0005,105.03078508377075,4.158461093902588,3.9982199668884277,0.02074562944471836,4.58288617135742,3.7471746679013105,0.02324670967436066,,,,
29,1.1460294723510742,1.2186473122576167,0.0005,106.734699010849,4.1600751876831055,3.45159649848938,0.021300889551639557,4.085364631529109,3.017318052312679,0.024688494826987966,,,,
30,1.158265233039856,1.2760719616603668,0.00025,105.34435224533081,4.189280033111572,3.2471115589141846,0.02282336913049221,4.323105814921019,3.8080039234324268,0.025944584132637758,,,,
31,0.9860906004905701,1.0131656809756355,0.00025,106.31419968605042,4.125406742095947,2.4811110496520996,0.019603272899985313,4.053278148542089,3.0023271519992902,0.01906997428922564,,,,
32,0.9609342813491821,0.9122572479769679,0.00025,105.64573121070862,4.10543155670166,2.3514461517333984,0.01999964378774166,3.9012938837499673,2.0527234913101493,0.019011015665087148,,,,
33,0.9666549563407898,0.963673544599749,0.00025,106.439688205719,4.137016773223877,2.5148932933807373,0.019573580473661423,4.086328553748565,2.297021254550647,0.020579448380905814,,,,
34,0.9378924369812012,0.9619450573213375,0.00025,104.8924081325531,4.091598987579346,2.419177293777466,0.01860220916569233,3.8878311232646725,2.8000073561329666,0.01821916573063718,,,,
35,0.9536954164505005,0.8969851523724574,0.00025,106.4665367603302,4.099313735961914,2.8609402179718018,0.018605979159474373,4.36474916629779,1.9552971086574105,0.019312281576520176,,,,
36,0.8999444842338562,0.8459770018458749,0.00025,105.70256233215332,4.1060791015625,2.2141871452331543,0.018942827358841896,4.150875664854259,1.850926830707736,0.018206121867108176,,,,
37,0.8978132009506226,0.8874554032486612,0.00025,106.06044888496399,4.099262714385986,2.388658285140991,0.01819523610174656,4.0675820047907045,1.9658379190476678,0.020928476212681672,,,,
38,0.8908702731132507,1.0856429238824787,0.00025,105.12915349006653,4.12024450302124,2.5088510513305664,0.018469536677002907,4.314570416230501,3.393827091172222,0.02243712499955479,,,,
39,0.8698379397392273,0.8124618061604443,0.00025,105.65726065635681,4.082003116607666,2.4458978176116943,0.017543669790029526,4.136148748095581,2.060359695641905,0.017129400796250752,,,,
40,0.8354790210723877,0.8256895765886553,0.00025,106.18766713142395,4.104519844055176,2.1936614513397217,0.017529282718896866,4.151064405991164,2.052438073246066,0.018153901802654616,,,,
41,0.7919485569000244,0.7957020915377886,0.00025,106.5214159488678,4.098933696746826,2.0921471118927,0.01683587208390236,4.090427705729273,2.260400016621964,0.016473692701327213,,,,
42,0.8433414101600647,0.7361895207115414,0.00025,106.27443861961365,4.08388090133667,2.525721788406372,0.016983915120363235,4.074865463073417,1.6856665718665498,0.016438821933955027,,,,
43,0.8151004910469055,0.9053130341039898,0.00025,106.80092740058899,4.103654384613037,2.1340558528900146,0.017608340829610825,4.021030237863381,3.6291187827264757,0.01644260781313846,,,,
44,0.7763105630874634,0.7182710755669942,0.00025,106.66170477867126,4.098566055297852,2.0489070415496826,0.016753319650888443,4.041887171454307,1.643145486180613,0.0160686050148104,,,,
45,0.7647868394851685,0.7427684586693223,0.00025,105.2329649925232,4.096500873565674,2.055830478668213,0.01660746894776821,3.9760882233845996,2.032134424529636,0.015902607960973782,,,,
46,0.7885867953300476,0.845226383926591,0.00025,106.41395306587219,4.084425449371338,2.253657341003418,0.01691402494907379,3.751214634085146,2.6773585519933296,0.015893448166449532,,,,
47,0.7703639268875122,0.8435526790309118,0.00025,105.34469795227051,4.073424816131592,2.2331206798553467,0.016214611008763313,3.8928889912490745,3.0131738896300964,0.015510616322439856,,,,
48,0.7575377821922302,0.889530928153632,0.000125,106.89560294151306,4.079049110412598,2.0791335105895996,0.01631150394678116,4.111053698871592,3.0810758393132254,0.017713704274210283,,,,
49,0.6721934080123901,0.6571699146804955,0.000125,105.00950360298157,4.085282802581787,1.596695065498352,0.01542934775352478,4.141750646024735,1.5287903094801314,0.01505904957553153,,,,
50,0.6491485238075256,0.6528637130327437,0.000125,105.87803721427917,4.087563514709473,1.5427342653274536,0.014972985722124577,4.209272309223391,1.4327749652347508,0.015027829131840947,,,,
51,0.6619646549224854,0.6859038979831685,0.000125,105.07833981513977,4.094883441925049,1.640112042427063,0.015131283551454544,4.136222586248318,1.6743069716677317,0.015543111362197298,,,,
52,0.6697211861610413,0.6310429108480055,0.000125,106.33581256866455,4.08528995513916,1.6907705068588257,0.015182789415121078,4.098131679350457,1.434771799768142,0.014683640542964097,,,,
